body_count,star_mass_solar,total_mass_ratio,max_mass_ratio,min_mutual_hill_sep,mean_mutual_hill_sep,max_eccentricity,mean_eccentricity,orbit_crossing_flag,min_period_ratio,angular_momentum_deficit,energy_drift_pct,is_stable
2,1.295197517841037,1.2669822180640263e-05,1.1817911464203035e-05,5.813925021457082,5.813925021457082,0.046988264793263006,0.0349700922219914,0,1.1515036444424063,0.0010504323320300072,0.0,1
5,1.1857430881140583,7.089388354529006e-05,3.3290648562215504e-05,4.03254273515216,4.2340396318976845,0.5085120700932332,0.4444123795245759,1,1.1322956713148558,0.09205638834138796,0.0,0
2,1.2082930033594668,3.1322432605574015e-06,1.7590285598763328e-06,2.485199860742581,2.485199860742581,0.02998652800953563,0.02029358126340768,1,1.0385441699417615,0.00022992978933805127,0.0,1
2,0.7737689508687586,2.2881231331988372e-05,1.8807784414429083e-05,18.387443965399004,18.387443965399004,0.2232848264322676,0.21760240569756462,1,1.7314538411950289,0.024723797457901917,0.0,0
2,0.7206673007497462,0.000534889545946643,0.0005337787569896117,5.368436220375086,5.368436220375086,0.4428555610601273,0.367858519096373,1,1.578898821008308,0.04395137366852139,0.0,0
4,0.5954824473357089,0.0020083213285378466,0.0019076720271298069,1.9394993932542992,2.0701909138429877,0.24021324643456765,0.17414263252786746,1,1.1021035092218818,0.028366883373964494,0.0,0
2,1.3523967743591259,2.1457347190323104e-06,1.4238746408154443e-06,7.575133409068664,7.575133409068664,0.4001758339150895,0.3645962745702084,1,1.1070025011808113,0.06526921090577066,0.0,0
2,0.650112632742184,1.6886643451368014e-05,1.5087714439991984e-05,18.32956829026034,18.32956829026034,0.13510652969079442,0.10760187601627241,0,1.6380201124990288,0.003946898481001393,0.0,1
4,0.4272674393401652,0.0005658551993398804,0.0003458842792448833,16.980444716889423,18.910295425050638,0.04418594473151355,0.0274067230683505,0,3.2638700864448076,0.0004095988609450458,0.0,1
3,1.4219034967259665,3.078491670209636e-05,2.1577675582081634e-05,1.6682099758431668,1.6789576328799392,0.024606688184894338,0.018686132940875844,1,1.0511177841731627,0.00011665300828001698,0.0,0
3,0.8625998847126981,0.0014336953485925977,0.0014243330283632712,5.282313056087299,5.954295240919624,0.04116630488032156,0.02570393896942741,0,1.8742608380999477,9.816729352288706e-05,0.0,1
2,0.47583966212503875,0.0019131846805095104,0.0019102728337269607,4.434867647879178,4.434867647879178,0.025581090617243504,0.019981915464591035,0,1.7855172477991033,0.0003268365242042821,0.0,1
2,1.5312311426243834,0.0016199393893222033,0.0009435272339155287,11.220744401327032,11.220744401327032,0.024049831679728552,0.01919920058637325,0,4.392996449004411,0.00023252069665774004,0.0,1
5,0.9305623665676825,0.0008473342806465717,0.00039636185576633585,5.7010720665553265,6.787582046715323,0.5382336709823352,0.36875098983311627,1,1.4451453370821528,0.05117110261128163,0.0,0
3,1.345297575045726,0.00029701586647736867,0.00028858271669440734,5.306315408740154,5.761111165695913,0.030542343385904856,0.018669479553420475,0,1.1407354583994633,0.00017541775983141857,0.0,1
2,1.7006256643877198,7.839597951455129e-06,4.137016171758345e-06,4.719976650317848,4.719976650317848,0.02058817868457172,0.011537688352944017,0,1.1024701256851501,0.00010343297931125628,0.0,1
4,1.0134584022107938,0.0006314966216583223,0.0005225937378845359,1.715539637989136,1.8618455041388993,0.18782045301046355,0.14758991856217352,1,1.0582077063913704,0.007904798918786782,0.0,0
2,1.6674710875110523,1.1693310804532042e-05,1.0487602828634655e-05,6.106685670069727,6.106685670069727,0.15270677622671547,0.11717531258006664,1,1.1551937206080163,0.004166928036276801,0.0,0
3,0.5053414041032739,0.0008680670374862625,0.0008054497375100067,18.792214821236445,21.564068597286322,0.04779828909943855,0.04170713355851289,0,2.212585348382748,0.000703258586783117,0.0,1
5,1.6377885820314124,0.0014565298885407117,0.0008801816247209205,6.469397098121749,7.323961474767268,0.06255103197753363,0.03311172079252573,0,1.2956097426040918,0.00041459161362377025,0.0,0
3,1.6198522502082113,0.0010431902408275303,0.0010355121133355121,8.961850122164618,9.64045302704363,0.050037406023970284,0.033348670939266585,0,2.6552423555349756,0.0005203396428526719,0.0,1
4,1.7475480420661778,0.00023408878363297025,0.0001359593598277253,2.8325565965739736,2.99445709907492,0.5346623457913944,0.4235683531141252,1,1.1546542978036733,0.08078733016338709,0.0,0
4,1.6890791987052562,3.3075434152362916e-05,1.8198977739903158e-05,5.361630354336954,6.115052219145258,0.05401433643084631,0.02913314161902027,0,1.141641002170885,0.0003578457820552447,0.0,0
4,1.2493261986716677,0.0001017160743857028,7.119318248303672e-05,6.313292516204343,6.4817572576042295,0.042696961524388295,0.027263199991142108,0,1.2273148368610274,0.0002678571445731099,0.0,1
2,1.5896327724746246,0.0003728992544807914,0.00024968051527629614,5.439113107074699,5.439113107074699,0.5156395616529599,0.5118858656398582,1,1.5063634771444443,0.14033724414787388,0.0,0
3,1.4897885694742552,0.00038830235676933915,0.00021538516316927395,19.056550190810785,20.431056016747185,0.5174277777431311,0.4723352209848167,1,3.1852653537523827,0.1250299092421879,0.0,0
5,1.1066894307541628,0.00027340617696372613,0.00024720733756137706,2.0222167964409494,2.173210480384014,0.20009125408807388,0.152645513047191,1,1.0468852987161565,0.019380606332282915,0.0,0
5,0.6895681453201743,0.0025511636419964074,0.0022528386243617533,16.48004702826643,18.00560267274367,0.021788132250527656,0.010074233929882721,0,2.033864018285394,3.688455824454949e-05,0.0,1
2,1.687358268936566,8.774173837240624e-06,6.458032920229439e-06,10.450172996384616,10.450172996384616,0.01781913780389777,0.01020015270329276,0,1.251806940063877,0.00011544045799138155,0.0,1
4,1.6314959804026534,0.00010977971170039405,7.390204621044789e-05,16.083355954089097,19.09361265716728,0.028495767722476126,0.021770366960061002,0,1.743542593351578,0.0003209909369658093,0.0,1
4,0.705150357269105,0.00247582180834262,0.0023598235301094963,3.3576713227923927,3.74820108721006,0.047598969073927716,0.016514915123031108,0,1.2312084785874033,2.047224494383293e-05,0.0,0
2,1.5904105347243152,7.2584780416597086e-06,6.807526242202013e-06,2.7775512978082264,2.7775512978082264,0.040560003005814055,0.020921131049992263,1,1.0575327746807035,5.100963828975753e-05,0.0,0
5,0.9070632538931007,0.000684922980169725,0.00038110715061446984,17.441057506208704,20.063557728797367,0.22466198217311806,0.13618846274864027,0,2.7696464377683956,0.01542142042325985,0.0,0
4,1.5169652995593352,2.797493265005768e-05,1.857104447967284e-05,2.386845793600567,2.8048605044673134,0.02844079436162352,0.016888611637926314,1,1.0451203901741075,0.00017790605104943516,0.0,0
4,1.1748621370143495,0.00024870052536144914,0.00013705257144936122,6.909579930057867,7.238868892560251,0.24602319389011962,0.1601026698926899,1,1.1022799059289798,0.02271739129707271,0.0,0
3,0.6717646093275028,2.4043501086478236e-05,1.9752679786929604e-05,15.246715044541947,17.47187623824007,0.0422997321307818,0.020318636747931038,0,1.2947433117447569,0.00016023889038399935,0.0,1
2,0.8769883055844092,8.850700645986373e-05,8.263302349076532e-05,6.513023275883032,6.513023275883032,0.5347376927074095,0.4051459826131392,1,1.3537781476493544,0.14650550631058265,0.0,0
5,0.7474673372941625,0.0003942607261584939,0.00019616620568066941,19.43625078415695,20.73098177880934,0.02821526274653726,0.018404651832370757,0,2.0608059824695735,0.00032546989636590945,0.0,1
5,1.3897381618306466,0.0003757333582227506,0.00030084193965231753,1.8072219636708633,1.932285227489574,0.034028045659337446,0.019355191020455752,1,1.0291040145870183,6.137841030502274e-05,0.0,0
5,1.1559741876372196,0.0020193148322677243,0.0016367251318987145,4.6413017635421285,5.583173064649622,0.4404354158362261,0.36907430202639446,1,1.0859593264889205,0.04592765329591298,0.0,0
4,0.8871454788125107,7.258456073871537e-05,6.142265509040213e-05,1.9554074810915414,2.36424979036566,0.5108102452961958,0.3540024236595728,1,1.0401807768939835,0.04631802195170596,0.0,0
5,1.1258151494450201,0.0001707178954377686,8.950228305629096e-05,2.6505517668276593,3.30112164112298,0.04795245596961515,0.025899767642081156,0,1.100688255145404,0.0008165908616435931,0.0,0
5,1.5686135238073722,0.0009663233717719904,0.0007320405872997945,7.443461227822433,8.244026059608458,0.04094886190965344,0.02811799958474135,0,1.3901941389236234,0.0007555980831338765,0.0,1
5,1.1608020881421424,0.0018809923446096383,0.0015208600434370185,17.287152990857066,19.95598274383944,0.5231325033089401,0.3872531262787026,1,2.822683276764861,0.11566224961106235,0.0,0
3,0.4214866370813649,0.00013093358539747658,9.869862639034138e-05,9.363846589455399,9.374855549385467,0.049101086334903954,0.026180544000367473,0,1.580580470034437,0.0009409868343878598,0.0,1
2,0.4502587397727612,6.655501792245765e-06,4.679139325206094e-06,21.23364421733929,21.23364421733929,0.02846467488552462,0.02448842762050795,0,1.5190546700307606,0.0002740674678180641,0.0,1
4,0.4405261491565954,6.642199778005127e-05,4.3593659556127197e-05,15.301711016863166,17.252383092191938,0.05607979573395479,0.036411456424427044,0,1.5854922168757983,0.000584911208941713,0.0,1
3,1.661693193038436,0.0011166044988823657,0.0010896822889105544,3.7476676659033505,4.3746281229012265,0.03297735688629863,0.021505526113022963,0,1.1239830103059847,0.00024064059802720453,0.0,0
2,1.3789907113710274,1.0175008830209764e-05,8.731034734871222e-06,10.010164915555247,10.010164915555247,0.03353397179163344,0.02211545316219,0,1.2536077769024128,0.00012439852859156745,0.0,1
4,1.518404167310638,0.0005379180908784729,0.0005298755407965725,3.133296328215823,3.34115256169337,0.4859538433091516,0.37971473686100277,1,1.0668877606469687,0.07346476212141462,0.0,0
4,1.6270448353892966,0.0007517129018757977,0.0006236841270885692,3.715671020664885,4.560301571383412,0.2465901812729236,0.21249692404909273,1,1.169547638206752,0.027291173945445082,0.0,0
2,1.5069547560245122,8.497302989512818e-05,8.297859181087836e-05,6.9359645516465545,6.9359645516465545,0.18532296739757,0.17273701747720727,1,1.3748293974043253,0.017228921344793032,0.0,0
4,1.7204367904809885,0.0008132496567175465,0.0007888410836687752,2.515598204719985,2.8282432758669014,0.03965695857280037,0.016465732898350266,1,1.0797581882360512,4.3499706393960115e-05,0.0,0
3,1.439176620671442,4.984258126950944e-05,2.5333474067912042e-05,2.550642758807462,2.619009579238467,0.5205088637273965,0.4413857980675863,1,1.0946711989348206,0.11394667994689084,0.0,0
4,0.48477012483325227,0.0001284481301660427,5.0505099520933166e-05,1.6144922380530076,1.9070550533263024,0.059456566021719934,0.03315661924862036,1,1.0587612043308297,0.0006174250753903271,0.0,0
2,1.660743449884461,0.0011016767594848723,0.0010898059116740315,3.4659165222087114,3.4659165222087114,0.0263765662786618,0.01613415914465212,0,1.4538625525175437,0.0003438927674099876,0.0,1
4,0.4220935169156244,0.0021952021514940316,0.0007833145281471721,9.6176567847451,10.353340806045876,0.02690518867085128,0.017246548479804037,0,2.5668196498078717,0.00012774274128287495,0.0,1
5,1.3605364944871257,4.60637433164835e-05,2.251669674454941e-05,2.5663576892362605,3.006066336938588,0.5164273065965479,0.4389281247354342,1,1.070608412999449,0.09836031587046835,0.0,0
5,1.5583869146920626,4.149102605264978e-05,2.1807420385841643e-05,19.105869892108682,20.498122565380836,0.04354148142687142,0.019286382841525097,0,1.432096073465208,0.00021882559027870216,0.0,1
4,1.240574127714548,2.776141433678215e-05,1.9670142783709528e-05,2.8563671362975285,2.951093155878926,0.197890101935462,0.18697407617956757,1,1.0602534683332494,0.01742556476762097,0.0,0
4,0.4405344534857757,9.672596840339436e-05,6.11458918072774e-05,3.289760447785345,3.4446153536877966,0.0317037056896355,0.017991120650193433,0,1.1179911072644397,0.00011503306162715875,0.0,0
3,0.4736523569957305,1.76409613625218e-05,8.086794122539649e-06,2.5787277174834298,2.713831041471693,0.18083282256668481,0.16094763913219434,1,1.0656880193103833,0.01215372879097461,0.0,0
2,0.7087258097035345,4.7163950363194064e-06,2.5859303868892537e-06,1.7471849069649008,1.7471849069649008,0.01652733448451132,0.009647081523162303,0,1.0309439467320234,6.34625905521564e-05,0.0,0
4,1.1003672851786983,0.00045414567718569547,0.00036081535215885287,4.03012934306923,4.708984975737195,0.23636085779603538,0.19408742100184112,1,1.199280476479519,0.008567525411918204,0.0,0
5,0.7406430647518272,0.00025450856723160004,0.0002328088496244437,17.767969098545404,19.350512936206613,0.21138417517208524,0.17723440867544552,1,1.537972596353183,0.013674488195579388,0.0,0
5,1.45622415534578,0.0005781724470445552,0.0003492743708447294,4.942294189695614,5.394705364505678,0.04264896050376251,0.031133429366387088,0,1.1634174633824552,0.0005744364223624402,0.0,0
2,0.9382754672154509,0.0005651546153698755,0.0005600381173236492,1.486017635737518,1.486017635737518,0.46429466475023884,0.40866299875085954,1,1.1363912320711176,0.06486003268787624,0.0,0
3,1.1063686021013404,0.0016947104834010083,0.001656860004751346,6.558397900780867,7.501980283249059,0.1748537461111284,0.14926385450511057,1,1.2579279929988516,0.009575825377640514,0.0,0
4,0.941189886613233,0.00025137052935072184,0.00017270703424176884,5.73141412283922,6.448556119745892,0.029480735823490048,0.014933592999050144,0,1.2367921638661665,0.0001466069391720333,0.0,1
2,1.4342845409812757,2.953777366343615e-06,2.0344456217597104e-06,4.239350629341614,4.239350629341614,0.026096966714023697,0.025649969963424113,1,1.0653158811630559,0.000324888847532982,0.0,1
2,1.582199744160237,1.644400951795078e-05,9.588933712584205e-06,18.34078126965746,18.34078126965746,0.04787435651778643,0.04040525633753897,0,1.6312799090236536,0.0008186015162212104,0.0,1
3,1.2746366719354776,0.0013440721633457794,0.001329117502060634,11.025573792641508,12.719464704263345,0.2336756374833679,0.18065684923409017,0,3.8378540686319007,0.006649370617416091,0.0,1
5,1.1985871507094479,0.0008215553512750724,0.0007602442808060134,4.47417193876734,5.21906779695656,0.03852406112554736,0.026015011176356084,0,1.1757076646967721,0.0002982057848911004,0.0,0
2,0.8894191093941084,4.422454994623384e-06,3.459619936340057e-06,2.0999340604018535,2.0999340604018535,0.13699936050575007,0.12091387133272974,1,1.03650114285204,0.008567593544333185,0.0,0
5,0.4536244675638612,0.0015602413321962427,0.0007924983047802771,1.9797000157664502,2.292139515141516,0.05329756845710665,0.03552974811806377,1,1.036782755942172,0.0001672384986935775,0.0,0
3,1.1215260222931684,1.6965693773271296e-05,9.940471429347286e-06,6.1395249858087055,6.610293765669594,0.22846634454967796,0.1594063389065512,1,1.1516006410629165,0.017566821392127438,0.0,0
5,0.4609481952334873,0.0029656466357378787,0.0015497265642151175,7.082515515299123,8.170938467600173,0.2179546059140931,0.16166496608499165,0,1.7057669909247646,0.01487851217004649,0.0,0
3,0.4613287859227723,5.2580063874010866e-05,4.6011778390306255e-05,4.719570979459712,5.603983332200647,0.21588820995810076,0.16553892270956616,1,1.1948506026994117,0.021842025617839735,0.0,0
5,0.9600304845022467,0.0011164674951894985,0.000722192736039004,13.992400928663937,15.65560402916767,0.22790631975958664,0.16091388690223954,0,1.8248518392064021,0.005373059662338021,0.0,0
5,0.893583034431875,0.0018364489446721175,0.001750330706297954,7.8655456850587235,9.054937662501548,0.24129999997514456,0.194514661020302,1,1.4188949227581613,0.01690421416639909,0.0,0
